order_id,predicted_cycle_time_min,wip_level,demand_urgency,quality_status,pull_decision
O100586,38.24,9,Medium,Pass,Partial Pull
O100587,37.08,13,Medium,Pass,Partial Pull
O100588,52.82,23,Medium,Pass,Partial Pull
O100589,55.84,29,Low,Pass,No Pull
O100590,44.95,17,Medium,Pass,Partial Pull
O100591,30.76,6,High,Pass,Full Pull
O100592,42.14,26,Medium,Pass,Partial Pull
O100593,28.99,15,Medium,Pass,Partial Pull
O100594,18.99,0,High,Pass,Full Pull
O100595,17.13,7,High,Pass,Full Pull
O100596,48.48,16,Medium,Pass,Partial Pull
O100597,44.77,25,Low,Pass,No Pull
O100598,41.77,26,Low,Pass,No Pull
O100599,30.87,5,Medium,Pass,Partial Pull
O100600,50.5,22,Low,Pass,No Pull
O100601,49.68,29,Low,Pass,No Pull
O100602,58.61,24,Low,Pass,No Pull
O100603,57.18,22,Medium,Rework,Partial Pull
O100604,33.59,24,Low,Pass,No Pull
O100605,64.63,17,Medium,Pass,Partial Pull
O100606,67.13,18,Medium,Pass,Partial Pull
O100607,33.82,16,Medium,Pass,Partial Pull
O100608,49.11,29,Medium,Pass,Partial Pull
O100609,21.67,11,Medium,Pass,Partial Pull
O100610,55.31,24,Low,Pass,No Pull
O100611,29.17,0,High,Pass,Full Pull
O100612,60.64,12,Medium,Fail,No Pull
O100613,71.43,28,Low,Pass,No Pull
O100614,26.53,7,High,Pass,Full Pull
O100615,54.32,24,Medium,Pass,Partial Pull
O100616,42.33,15,Medium,Pass,Partial Pull
O100617,27.05,4,Medium,Pass,Partial Pull
O100618,18.58,3,High,Pass,Full Pull
O100619,31.25,3,High,Pass,Full Pull
O100620,27.49,14,Medium,Pass,Partial Pull
O100621,42.96,9,Medium,Fail,No Pull
O100622,76.61,27,Low,Pass,No Pull
O100623,45.86,23,Low,Pass,No Pull
O100624,22.97,4,High,Pass,Full Pull
O100625,41.19,15,Medium,Rework,Partial Pull
O100626,68.16,23,Medium,Rework,Partial Pull
O100627,29.6,20,Medium,Pass,Partial Pull
O100628,24.0,0,High,Pass,Full Pull
O100629,21.77,0,High,Pass,Full Pull
O100630,58.46,18,Low,Pass,No Pull
O100631,54.26,28,Low,Pass,No Pull
O100632,15.74,1,High,Pass,Full Pull
O100633,15.57,5,Medium,Pass,Partial Pull
O100634,33.93,5,High,Pass,Full Pull
O100635,22.5,9,Medium,Pass,Partial Pull
O100636,50.31,27,Medium,Fail,No Pull
O100637,84.11,29,Low,Rework,No Pull
O100638,33.6,9,Medium,Pass,Partial Pull
O100639,42.3,22,Medium,Pass,Partial Pull
O100640,30.2,0,High,Pass,Full Pull
O100641,60.53,15,High,Pass,Partial Pull
O100642,28.55,19,Medium,Pass,Partial Pull
O100643,72.65,26,Low,Pass,No Pull
O100644,48.32,25,Medium,Rework,Partial Pull
O100645,35.37,1,High,Pass,Full Pull
O100646,24.18,12,Medium,Pass,Partial Pull
O100647,12.23,2,High,Pass,Full Pull
O100648,23.37,0,High,Pass,Full Pull
O100649,35.31,4,Medium,Pass,Partial Pull
O100650,66.53,28,Medium,Pass,Partial Pull
O100651,36.91,8,Medium,Pass,Partial Pull
O100652,59.2,22,Medium,Pass,Partial Pull
O100653,42.37,21,Low,Pass,No Pull
O100654,64.37,26,Medium,Pass,Partial Pull
O100655,43.98,16,Medium,Fail,No Pull
O100656,53.01,30,Low,Fail,No Pull
O100657,18.67,13,Medium,Pass,Partial Pull
O100658,34.53,24,Medium,Pass,Partial Pull
O100659,53.78,24,Medium,Rework,Partial Pull
O100660,34.56,16,Medium,Pass,Partial Pull
O100661,74.57,9,Medium,Rework,Partial Pull
O100662,26.33,4,Medium,Pass,Partial Pull
O100663,36.8,2,High,Fail,No Pull
O100664,31.68,15,Medium,Pass,Partial Pull
O100665,50.49,12,Medium,Pass,Partial Pull
O100666,31.02,6,High,Pass,Full Pull
O100667,43.27,23,Medium,Pass,Partial Pull
O100668,30.74,5,High,Pass,Full Pull
O100669,43.12,14,Medium,Pass,Partial Pull
O100670,49.25,13,Medium,Pass,Partial Pull
O100671,62.22,30,Medium,Pass,Partial Pull
O100672,12.18,3,High,Pass,Full Pull
O100673,32.48,26,Low,Pass,No Pull
O100674,66.54,21,Low,Pass,No Pull
O100675,38.12,24,Medium,Pass,Partial Pull
O100676,65.65,24,Low,Pass,No Pull
O100677,64.3,23,Medium,Pass,Partial Pull
O100678,48.6,13,Medium,Pass,Partial Pull
O100679,42.13,18,Medium,Pass,Partial Pull
O100680,21.15,11,Medium,Pass,Partial Pull
O100681,58.82,27,Low,Pass,No Pull
O100682,32.73,6,Medium,Pass,Partial Pull
O100683,31.38,18,Medium,Rework,Partial Pull
O100684,47.24,6,Medium,Pass,Partial Pull
O100685,22.61,11,Medium,Pass,Partial Pull
O100686,43.07,29,Low,Pass,No Pull
O100687,47.19,6,Medium,Pass,Partial Pull
O100688,73.12,27,Low,Pass,No Pull
O100689,61.97,25,Medium,Pass,Partial Pull
O100690,26.27,11,Medium,Pass,Partial Pull
O100691,40.29,11,Medium,Pass,Partial Pull
O100692,22.73,0,High,Rework,Full Pull
O100693,35.19,24,Medium,Pass,Partial Pull
O100694,61.46,20,Medium,Pass,Partial Pull
O100695,34.56,30,Low,Pass,No Pull
O100696,39.04,9,High,Pass,Partial Pull
O100697,36.9,12,Medium,Pass,Partial Pull
O100698,48.09,21,Medium,Pass,Partial Pull
O100699,34.23,10,High,Pass,Partial Pull
O100700,31.71,9,Medium,Pass,Partial Pull
O100701,19.43,5,High,Pass,Full Pull
O100702,40.18,30,Low,Pass,No Pull
O100703,48.86,14,Medium,Pass,Partial Pull
O100704,60.73,23,Low,Pass,No Pull
O100705,53.33,20,Low,Pass,No Pull
O100706,41.45,18,Medium,Rework,Partial Pull
O100707,34.08,9,High,Pass,Partial Pull
O100708,33.41,9,Medium,Pass,Partial Pull
O100709,48.98,15,Medium,Pass,Partial Pull
O100710,42.68,4,Medium,Pass,Partial Pull
O100711,41.19,16,Medium,Fail,No Pull
O100712,29.43,2,High,Pass,Full Pull
O100713,32.01,8,Medium,Pass,Partial Pull
O100714,38.73,19,Medium,Pass,Partial Pull
O100715,14.07,0,High,Pass,Full Pull
O100716,27.15,1,High,Pass,Full Pull
O100717,29.37,6,Medium,Pass,Partial Pull
O100718,35.09,23,Low,Rework,No Pull
O100719,42.71,24,Low,Pass,No Pull
O100720,20.36,0,High,Pass,Full Pull
O100721,31.05,8,Medium,Pass,Partial Pull
O100722,22.15,1,High,Rework,Full Pull
O100723,19.48,0,High,Rework,Full Pull
O100724,43.08,29,Low,Pass,No Pull
O100725,26.64,13,Medium,Pass,Partial Pull
O100726,51.23,24,Low,Pass,No Pull
O100727,30.62,21,Medium,Fail,No Pull
O100728,49.19,13,High,Pass,Partial Pull
O100729,61.5,23,Medium,Rework,Partial Pull
O100730,23.94,7,Medium,Pass,Partial Pull
O100731,40.71,12,Medium,Pass,Partial Pull
O100732,31.61,11,Medium,Pass,Partial Pull
O100733,46.1,17,Medium,Rework,Partial Pull
O100734,35.93,6,High,Pass,Full Pull
O100735,46.06,23,Low,Pass,No Pull
O100736,59.72,26,Medium,Pass,Partial Pull
O100737,32.89,27,Low,Pass,No Pull
O100738,51.66,27,Low,Pass,No Pull
O100739,48.28,19,Medium,Pass,Partial Pull
O100740,52.83,24,Medium,Fail,No Pull
O100741,38.66,21,Medium,Pass,Partial Pull
O100742,62.7,29,Low,Pass,No Pull
O100743,16.01,3,Medium,Pass,Partial Pull
O100744,44.74,6,Medium,Pass,Partial Pull
O100745,34.99,13,Medium,Pass,Partial Pull
O100746,46.09,19,Medium,Pass,Partial Pull
O100747,55.16,27,Low,Pass,No Pull
O100748,20.69,2,High,Pass,Full Pull
O100749,23.74,4,High,Pass,Full Pull
O100750,41.37,26,Medium,Pass,Partial Pull
O100751,29.4,9,High,Pass,Partial Pull
O100752,14.73,0,High,Pass,Full Pull
O100753,36.61,21,Low,Pass,No Pull
O100754,49.05,27,Low,Pass,No Pull
O100755,67.88,27,Medium,Pass,Partial Pull
O100756,55.19,26,Medium,Pass,Partial Pull
O100757,35.84,1,High,Pass,Full Pull
O100758,19.05,4,Medium,Pass,Partial Pull
O100759,50.61,26,Low,Pass,No Pull
O100760,26.07,21,Medium,Pass,Partial Pull
O100761,28.07,6,Medium,Pass,Partial Pull
O100762,37.3,12,Medium,Pass,Partial Pull
O100763,33.12,26,Medium,Pass,Partial Pull
O100764,52.34,28,Medium,Pass,Partial Pull
O100765,38.6,27,Low,Pass,No Pull
O100766,31.23,14,Medium,Pass,Partial Pull
O100767,38.76,24,Medium,Pass,Partial Pull
O100768,22.05,1,High,Pass,Full Pull
O100769,77.6,28,Low,Pass,No Pull
O100770,21.14,6,High,Pass,Full Pull
O100771,64.8,29,Medium,Pass,Partial Pull
O100772,20.11,0,Medium,Pass,Partial Pull
O100773,54.38,28,Low,Pass,No Pull
O100774,34.75,16,Medium,Pass,Partial Pull
O100775,56.68,15,Medium,Pass,Partial Pull
O100776,34.5,20,Medium,Rework,Partial Pull
O100777,43.03,14,Medium,Pass,Partial Pull
O100778,59.97,29,Low,Fail,No Pull
O100779,38.93,3,High,Pass,Full Pull
O100780,42.76,20,Medium,Pass,Partial Pull
O100781,42.83,6,Medium,Pass,Partial Pull
O100782,25.91,1,High,Pass,Full Pull
O100783,63.0,20,Medium,Pass,Partial Pull
O100784,68.31,21,Medium,Rework,Partial Pull
O100785,20.4,3,High,Rework,Full Pull
O100786,55.22,22,Medium,Pass,Partial Pull
O100787,45.53,29,Low,Pass,No Pull
O100788,48.4,21,Medium,Pass,Partial Pull
O100789,38.87,7,Medium,Pass,Partial Pull
O100790,10.25,2,High,Pass,Full Pull
O100791,19.41,2,Medium,Pass,Partial Pull
O100792,40.33,19,Medium,Pass,Partial Pull
O100793,29.49,7,Medium,Pass,Partial Pull
O100794,33.02,11,Medium,Pass,Partial Pull
O100795,17.42,1,Medium,Pass,Partial Pull
O100796,47.35,13,Medium,Pass,Partial Pull
O100797,21.78,5,High,Pass,Full Pull
O100798,32.43,13,Medium,Pass,Partial Pull
O100799,50.4,18,Medium,Pass,Partial Pull
O100800,75.69,29,Low,Fail,No Pull
O100801,24.4,8,Medium,Pass,Partial Pull
O100802,25.18,9,High,Pass,Partial Pull
O100803,66.34,24,Low,Pass,No Pull
O100804,43.06,29,Low,Rework,No Pull
O100805,25.7,12,Medium,Pass,Partial Pull
O100806,32.97,10,High,Pass,Partial Pull
O100807,46.71,22,Medium,Pass,Partial Pull
O100808,42.42,23,Low,Pass,No Pull
O100809,69.95,21,Medium,Pass,Partial Pull
O100810,51.64,19,Medium,Pass,Partial Pull
O100811,14.01,4,Medium,Pass,Partial Pull
O100812,23.02,8,Medium,Pass,Partial Pull
O100813,29.03,1,High,Rework,Full Pull
O100814,39.74,12,Medium,Pass,Partial Pull
O100815,52.62,26,Medium,Pass,Partial Pull
O100816,79.81,6,High,Pass,Partial Pull
O100817,44.83,21,Medium,Pass,Partial Pull
O100818,38.43,13,Medium,Pass,Partial Pull
O100819,31.2,5,Medium,Pass,Partial Pull
O100820,22.84,6,Medium,Pass,Partial Pull
O100821,46.31,21,Medium,Pass,Partial Pull
O100822,30.49,24,Low,Pass,No Pull
O100823,42.91,10,Medium,Pass,Partial Pull
O100824,47.5,28,Medium,Rework,Partial Pull
O100825,19.64,1,High,Pass,Full Pull
O100826,27.01,17,Medium,Pass,Partial Pull
O100827,33.66,7,High,Fail,No Pull
O100828,48.68,27,Medium,Pass,Partial Pull
O100829,57.99,23,Medium,Rework,Partial Pull
O100830,26.66,1,Medium,Pass,Partial Pull
O100831,27.83,12,Medium,Pass,Partial Pull
O100832,54.91,23,Medium,Pass,Partial Pull
O100833,39.07,16,Medium,Pass,Partial Pull
O100834,63.99,15,Medium,Pass,Partial Pull
O100835,24.56,4,High,Pass,Full Pull
O100836,20.92,17,Medium,Pass,Partial Pull
O100837,45.4,2,High,Fail,No Pull
O100838,24.32,9,Medium,Pass,Partial Pull
O100839,36.94,7,Medium,Pass,Partial Pull
O100840,23.51,20,Low,Pass,No Pull
O100841,31.83,14,Medium,Pass,Partial Pull
O100842,50.57,13,High,Pass,Partial Pull
O100843,48.25,26,Medium,Pass,Partial Pull
O100844,22.18,12,High,Pass,Partial Pull
O100845,44.45,23,Medium,Rework,Partial Pull
O100846,38.76,27,Medium,Pass,Partial Pull
O100847,24.05,4,Medium,Pass,Partial Pull
O100848,41.65,23,Low,Pass,No Pull
O100849,23.05,2,High,Pass,Full Pull
O100850,37.01,19,Medium,Pass,Partial Pull
O100851,28.79,6,High,Pass,Full Pull
O100852,37.14,7,Medium,Pass,Partial Pull
O100853,58.67,26,Medium,Pass,Partial Pull
O100854,45.67,5,Medium,Rework,Partial Pull
O100855,41.03,15,Medium,Rework,Partial Pull
O100856,56.59,24,Medium,Pass,Partial Pull
O100857,45.39,25,Medium,Pass,Partial Pull
O100858,31.02,6,Medium,Pass,Partial Pull
O100859,36.54,11,Medium,Pass,Partial Pull
O100860,42.48,17,Medium,Pass,Partial Pull
O100861,35.94,18,Medium,Pass,Partial Pull
O100862,18.58,5,Medium,Pass,Partial Pull
O100863,40.08,18,Medium,Pass,Partial Pull
O100864,26.78,0,High,Pass,Full Pull
O100865,45.07,19,Medium,Rework,Partial Pull
O100866,44.82,22,Low,Pass,No Pull
O100867,32.35,14,Medium,Pass,Partial Pull
O100868,24.35,7,Medium,Pass,Partial Pull
O100869,53.68,7,Medium,Rework,Partial Pull
O100870,34.78,21,Medium,Pass,Partial Pull
O100871,46.32,13,High,Pass,Partial Pull
O100872,66.99,28,Low,Pass,No Pull
O100873,51.48,30,Low,Pass,No Pull
O100874,32.17,13,Low,Pass,Partial Pull
O100875,34.65,8,High,Pass,Full Pull
O100876,41.26,25,Medium,Pass,Partial Pull
O100877,46.31,22,Medium,Fail,No Pull
O100878,39.36,5,High,Pass,Full Pull
O100879,70.26,29,Low,Fail,No Pull
O100880,36.7,6,Medium,Pass,Partial Pull
O100881,40.16,17,Low,Pass,Partial Pull
O100882,24.04,5,High,Pass,Full Pull
O100883,40.07,15,High,Pass,Partial Pull
O100884,52.79,19,Medium,Pass,Partial Pull
O100885,25.61,3,Medium,Fail,No Pull
O100886,31.37,8,High,Pass,Full Pull
O100887,44.47,23,Medium,Pass,Partial Pull
O100888,56.43,29,Medium,Pass,Partial Pull
O100889,47.66,28,Low,Pass,No Pull
O100890,48.93,23,Medium,Pass,Partial Pull
O100891,72.28,30,Low,Fail,No Pull
O100892,36.85,5,High,Pass,Full Pull
O100893,32.67,6,Medium,Rework,Partial Pull
O100894,43.2,12,Medium,Pass,Partial Pull
O100895,59.5,28,Low,Pass,No Pull
O100896,48.08,24,Medium,Pass,Partial Pull
O100897,22.1,11,Medium,Pass,Partial Pull
O100898,15.31,0,High,Pass,Full Pull
O100899,41.87,19,Medium,Pass,Partial Pull
O100900,35.35,9,High,Pass,Partial Pull
O100901,12.16,6,High,Pass,Full Pull
O100902,36.62,6,High,Pass,Full Pull
O100903,20.61,7,Medium,Pass,Partial Pull
O100904,27.6,9,Medium,Pass,Partial Pull
O100905,48.35,19,Medium,Pass,Partial Pull
O100906,21.27,5,Medium,Pass,Partial Pull
O100907,20.73,15,High,Pass,Partial Pull
O100908,47.48,28,Low,Pass,No Pull
O100909,51.03,29,Low,Pass,No Pull
O100910,76.45,25,Medium,Pass,Partial Pull
O100911,44.05,8,Medium,Rework,Partial Pull
O100912,47.69,4,High,Pass,Partial Pull
O100913,80.68,27,Low,Pass,No Pull
O100914,94.71,12,Medium,Pass,Partial Pull
O100915,35.16,14,Medium,Fail,No Pull
O100916,56.77,13,Medium,Rework,Partial Pull
O100917,28.87,4,High,Pass,Full Pull
O100918,35.52,22,Low,Pass,No Pull
O100919,34.75,7,Medium,Pass,Partial Pull
O100920,36.32,7,Medium,Pass,Partial Pull
O100921,43.68,23,Medium,Rework,Partial Pull
O100922,53.22,22,Medium,Pass,Partial Pull
O100923,51.83,25,Medium,Pass,Partial Pull
O100924,53.01,21,Medium,Pass,Partial Pull
O100925,17.03,1,Medium,Pass,Partial Pull
O100926,30.2,12,Medium,Pass,Partial Pull
O100927,40.59,12,Medium,Pass,Partial Pull
O100928,23.55,9,Medium,Pass,Partial Pull
O100929,22.62,15,Medium,Pass,Partial Pull
O100930,26.16,15,Medium,Pass,Partial Pull
O100931,31.84,19,Medium,Pass,Partial Pull
O100932,44.53,29,Medium,Rework,Partial Pull
O100933,63.62,20,Medium,Pass,Partial Pull
O100934,63.41,28,Low,Pass,No Pull
O100935,51.05,25,Medium,Pass,Partial Pull
O100936,40.52,22,Low,Rework,No Pull
O100937,14.59,8,Medium,Rework,Partial Pull
O100938,36.18,17,Medium,Pass,Partial Pull
O100939,24.91,3,Medium,Pass,Partial Pull
O100940,39.3,28,Medium,Pass,Partial Pull
O100941,48.77,5,High,Pass,Partial Pull
O100942,31.99,7,Medium,Rework,Partial Pull
O100943,45.12,29,Low,Pass,No Pull
O100944,29.37,3,Medium,Pass,Partial Pull
O100945,28.74,16,Medium,Pass,Partial Pull
O100946,44.23,17,Low,Pass,Partial Pull
O100947,27.53,6,Medium,Rework,Partial Pull
O100948,35.17,12,Medium,Pass,Partial Pull
O100949,54.26,24,Medium,Pass,Partial Pull
O100950,41.87,22,Medium,Pass,Partial Pull
O100951,30.37,18,Medium,Pass,Partial Pull
O100952,21.46,16,Medium,Pass,Partial Pull
O100953,24.31,11,Medium,Fail,No Pull
O100954,63.35,19,Medium,Rework,Partial Pull
O100955,34.61,0,High,Pass,Full Pull
O100956,38.9,2,Medium,Pass,Partial Pull
O100957,41.65,24,Low,Pass,No Pull
O100958,22.28,5,Medium,Pass,Partial Pull
O100959,50.71,22,Low,Rework,No Pull
O100960,13.15,0,Medium,Pass,Partial Pull
O100961,22.51,8,High,Pass,Full Pull
O100962,55.58,29,Medium,Pass,Partial Pull
O100963,20.03,8,Medium,Pass,Partial Pull
O100964,55.98,30,Low,Pass,No Pull
O100965,21.73,8,Medium,Pass,Partial Pull
O100966,56.92,19,Medium,Pass,Partial Pull
O100967,38.62,20,Medium,Pass,Partial Pull
O100968,42.29,19,Medium,Pass,Partial Pull
O100969,11.33,9,Medium,Pass,Partial Pull
O100970,22.13,23,Medium,Pass,Partial Pull
O100971,16.29,9,Medium,Pass,Partial Pull
O100972,36.86,25,Low,Pass,No Pull
O100973,45.75,11,Medium,Pass,Partial Pull
O100974,36.59,25,Medium,Pass,Partial Pull
O100975,29.78,30,Medium,Pass,Partial Pull
O100976,39.15,23,Medium,Pass,Partial Pull
O100977,39.9,14,Medium,Pass,Partial Pull
O100978,28.0,13,Medium,Pass,Partial Pull
O100979,31.04,11,Medium,Pass,Partial Pull
O100980,33.34,10,Medium,Pass,Partial Pull
O100981,41.23,14,Medium,Pass,Partial Pull
O100982,39.4,15,Medium,Rework,Partial Pull
O100983,51.46,22,Medium,Pass,Partial Pull
O100984,55.6,27,Low,Rework,No Pull
O100985,71.67,27,Medium,Pass,Partial Pull
O100986,50.54,18,Medium,Pass,Partial Pull
O100987,38.77,30,Low,Pass,No Pull
O100988,42.43,27,Low,Pass,No Pull
O100989,35.07,15,Medium,Pass,Partial Pull
O100990,53.62,12,Medium,Pass,Partial Pull
O100991,27.13,14,Medium,Pass,Partial Pull
O100992,11.22,0,High,Pass,Full Pull
O100993,21.14,10,High,Pass,Partial Pull
O100994,38.98,11,Medium,Pass,Partial Pull
O100995,48.38,24,Medium,Pass,Partial Pull
O100996,19.81,8,Medium,Fail,No Pull
O100997,37.83,20,Medium,Pass,Partial Pull
O100998,46.07,9,High,Pass,Partial Pull
O100999,48.52,11,High,Pass,Partial Pull
O101000,24.83,2,Medium,Pass,Partial Pull
O101001,54.44,16,Low,Pass,Partial Pull
O101002,27.29,3,High,Pass,Full Pull
O101003,33.51,6,Medium,Rework,Partial Pull
O101004,39.55,15,Medium,Pass,Partial Pull
O101005,33.85,21,Medium,Pass,Partial Pull
O101006,40.67,12,Medium,Pass,Partial Pull
O101007,34.67,7,Medium,Pass,Partial Pull
O101008,32.19,27,Low,Pass,No Pull
O101009,37.05,10,High,Pass,Partial Pull
O101010,43.87,9,Medium,Pass,Partial Pull
O101011,13.99,2,High,Pass,Full Pull
O101012,32.37,10,Medium,Rework,Partial Pull
O101013,46.48,6,High,Pass,Full Pull
O101014,24.39,10,High,Pass,Partial Pull
O101015,29.12,6,Medium,Pass,Partial Pull
O101016,30.6,6,Medium,Pass,Partial Pull
O101017,57.22,22,Low,Pass,No Pull
O101018,38.01,14,Medium,Pass,Partial Pull
O101019,47.81,21,Medium,Pass,Partial Pull
O101020,57.83,17,Medium,Rework,Partial Pull
O101021,62.39,16,Medium,Pass,Partial Pull
O101022,51.07,14,Medium,Pass,Partial Pull
O101023,39.6,11,Medium,Pass,Partial Pull
O101024,31.75,8,High,Fail,No Pull
O101025,55.18,27,Medium,Pass,Partial Pull
O101026,46.06,12,Medium,Pass,Partial Pull
O101027,36.96,27,Low,Pass,No Pull
O101028,25.64,23,Medium,Pass,Partial Pull
O101029,35.47,18,Medium,Pass,Partial Pull
O101030,48.39,26,Medium,Pass,Partial Pull
O101031,50.01,20,Medium,Pass,Partial Pull
O101032,58.32,25,Medium,Pass,Partial Pull
O101033,63.17,24,Medium,Pass,Partial Pull
O101034,40.73,20,Medium,Fail,No Pull
O101035,64.26,22,Medium,Pass,Partial Pull
O101036,45.95,25,Medium,Pass,Partial Pull
O101037,14.09,6,High,Pass,Full Pull
O101038,29.86,27,Low,Pass,No Pull
O101039,35.01,15,Medium,Fail,No Pull
O101040,26.2,3,High,Pass,Full Pull
O101041,15.54,4,Medium,Pass,Partial Pull
O101042,51.22,23,Low,Pass,No Pull
O101043,69.5,25,Medium,Pass,Partial Pull
O101044,41.6,20,Medium,Pass,Partial Pull
O101045,39.42,20,Medium,Fail,No Pull
O101046,44.02,26,Medium,Pass,Partial Pull
O101047,48.11,30,Low,Fail,No Pull
O101048,46.67,25,Low,Pass,No Pull
O101049,23.1,4,High,Pass,Full Pull
O101050,53.71,24,Medium,Pass,Partial Pull
O101051,22.51,15,Medium,Fail,No Pull
O101052,51.76,24,Medium,Pass,Partial Pull
O101053,56.12,22,Medium,Pass,Partial Pull
O101054,54.87,21,Medium,Pass,Partial Pull
O101055,72.64,26,Medium,Pass,Partial Pull
O101056,39.25,4,High,Pass,Full Pull
O101057,31.31,26,Medium,Pass,Partial Pull
O101058,42.69,10,Medium,Pass,Partial Pull
O101059,21.62,6,Medium,Pass,Partial Pull
O101060,38.39,22,Medium,Fail,No Pull
O101061,61.0,30,Low,Pass,No Pull
O101062,32.71,2,High,Pass,Full Pull
O101063,29.1,30,Low,Pass,No Pull
O101064,25.34,10,Medium,Pass,Partial Pull
O101065,49.23,30,Medium,Rework,Partial Pull
O101066,9.22,1,High,Rework,Full Pull
O101067,47.84,19,Medium,Pass,Partial Pull
O101068,35.76,16,Medium,Pass,Partial Pull
O101069,35.08,25,Medium,Pass,Partial Pull
O101070,39.74,14,Medium,Pass,Partial Pull
O101071,23.74,2,High,Pass,Full Pull
O101072,40.75,5,Medium,Pass,Partial Pull
O101073,48.41,7,Medium,Pass,Partial Pull
O101074,49.16,27,Medium,Pass,Partial Pull
O101075,24.13,2,Medium,Pass,Partial Pull
O101076,71.25,26,Low,Pass,No Pull
O101077,31.62,15,Medium,Pass,Partial Pull
O101078,44.84,17,Medium,Pass,Partial Pull
O101079,65.15,29,Low,Pass,No Pull
O101080,63.97,23,Medium,Fail,No Pull
O101081,63.92,20,Medium,Pass,Partial Pull
O101082,73.06,25,Low,Pass,No Pull
O101083,53.45,14,Medium,Rework,Partial Pull
O101084,59.57,28,Low,Rework,No Pull
O101085,50.36,24,Medium,Pass,Partial Pull
O101086,60.15,30,Low,Pass,No Pull
O101087,26.69,17,Medium,Pass,Partial Pull
O101088,42.74,19,Medium,Pass,Partial Pull
O101089,29.98,14,Low,Pass,Partial Pull
O101090,48.92,28,Medium,Pass,Partial Pull
O101091,38.3,19,Medium,Pass,Partial Pull
O101092,26.09,4,High,Pass,Full Pull
O101093,38.56,15,Medium,Pass,Partial Pull
O101094,34.59,4,Medium,Pass,Partial Pull
O101095,45.79,19,Medium,Rework,Partial Pull
O101096,61.96,21,Medium,Fail,No Pull
O101097,49.14,24,Medium,Pass,Partial Pull
O101098,28.7,4,Medium,Fail,No Pull
O101099,27.52,14,Medium,Pass,Partial Pull
O101100,29.55,10,Medium,Pass,Partial Pull
O101101,12.76,12,Medium,Pass,Partial Pull
O101102,37.51,29,Low,Pass,No Pull
O101103,26.43,17,Low,Pass,Partial Pull
O101104,50.94,13,Medium,Pass,Partial Pull
O101105,37.68,28,Low,Pass,No Pull
O101106,41.09,16,Medium,Rework,Partial Pull
O101107,21.59,13,Medium,Pass,Partial Pull
O101108,56.98,16,Medium,Pass,Partial Pull
O101109,59.26,26,Medium,Pass,Partial Pull
O101110,32.08,14,Medium,Pass,Partial Pull
O101111,39.36,19,Medium,Rework,Partial Pull
O101112,22.13,5,High,Pass,Full Pull
O101113,27.78,0,High,Pass,Full Pull
O101114,41.72,2,Medium,Pass,Partial Pull
O101115,30.4,14,Medium,Pass,Partial Pull
O101116,50.99,22,Medium,Pass,Partial Pull
O101117,18.96,6,High,Pass,Full Pull
O101118,55.87,29,Low,Pass,No Pull
O101119,28.91,4,High,Rework,Full Pull
O101120,42.77,21,Medium,Pass,Partial Pull
O101121,21.5,7,Medium,Pass,Partial Pull
O101122,28.08,1,High,Pass,Full Pull
O101123,45.33,22,Low,Pass,No Pull
O101124,47.75,16,Medium,Fail,No Pull
O101125,32.56,19,Medium,Fail,No Pull
O101126,61.54,29,Low,Pass,No Pull
O101127,36.99,16,Medium,Pass,Partial Pull
O101128,47.46,26,Low,Pass,No Pull
O101129,46.49,15,Medium,Rework,Partial Pull
O101130,34.35,10,Medium,Pass,Partial Pull
O101131,41.87,12,Medium,Pass,Partial Pull
O101132,18.71,10,Medium,Pass,Partial Pull
O101133,38.15,27,Low,Pass,No Pull
O101134,47.9,15,Medium,Pass,Partial Pull
O101135,51.56,28,Low,Pass,No Pull
O101136,43.46,7,Medium,Pass,Partial Pull
O101137,29.84,23,Low,Pass,No Pull
O101138,19.63,3,Medium,Pass,Partial Pull
O101139,32.44,8,High,Pass,Full Pull
O101140,32.9,1,High,Pass,Full Pull
O101141,52.07,28,Low,Pass,No Pull
O101142,23.91,9,Medium,Pass,Partial Pull
O101143,48.42,25,Medium,Pass,Partial Pull
O101144,26.16,13,Medium,Pass,Partial Pull
O101145,16.32,3,Medium,Pass,Partial Pull
