order_id,workstation_id,product_type,batch_size,wip_level,machine_utilization_pct,operator_skill,setup_condition,machine_condition,setup_time_min,processing_time_min,queue_delay_min,breakdown_event,breakdown_delay_min,cycle_time_min
O100263,WS5,Premium,94,9,65.6,4,Good,Healthy,3.87,26.19,13.08,0,0.0,43.25
O100264,WS2,Premium,98,0,75.0,4,Poor,Healthy,12.0,24.67,0.0,0,0.0,32.77
O100265,WS3,Custom,38,8,92.5,5,Good,Healthy,2.81,9.29,9.93,0,0.0,21.46
O100266,WS6,Custom,56,11,70.8,1,Good,Healthy,4.31,21.31,14.76,0,0.0,39.87
O100267,WS6,Standard,62,23,84.9,2,Good,Healthy,6.39,19.32,36.66,0,0.0,61.88
O100268,WS3,Custom,67,25,90.5,4,Good,Degraded,4.9,18.72,25.45,0,0.0,48.47
O100269,WS3,Premium,88,16,80.3,4,Good,Healthy,4.65,23.15,17.0,0,0.0,47.64
O100270,WS2,Standard,19,28,69.6,1,Good,Degraded,5.51,6.86,26.13,0,0.0,33.07
O100271,WS5,Custom,57,11,79.2,2,Good,Degraded,3.4,22.29,8.74,0,0.0,33.67
O100272,WS1,Premium,29,15,63.1,2,Good,Healthy,4.58,6.89,13.17,0,0.0,20.69
O100273,WS6,Standard,78,19,74.1,1,Normal,Healthy,6.96,25.09,24.23,0,0.0,55.47
O100274,WS4,Standard,64,5,66.7,4,Normal,Healthy,7.85,16.92,3.2,0,0.0,29.77
O100275,WS2,Standard,78,13,79.4,1,Good,Healthy,3.32,17.06,16.98,0,0.0,42.64
O100276,WS1,Standard,92,27,64.8,5,Good,Degraded,4.89,16.79,41.79,0,0.0,64.69
O100277,WS4,Custom,81,14,81.0,3,Normal,Healthy,5.9,22.66,11.79,0,0.0,40.45
O100278,WS4,Standard,87,28,93.6,4,Poor,Healthy,10.77,25.88,24.33,0,0.0,62.46
O100279,WS5,Standard,83,21,94.3,3,Poor,Critical,8.59,41.28,31.45,0,0.0,80.2
O100280,WS4,Custom,66,5,65.1,5,Good,Degraded,4.98,17.07,7.8,0,0.0,30.99
O100281,WS3,Standard,45,14,72.0,2,Good,Degraded,4.09,14.23,18.86,0,0.0,37.8
O100282,WS2,Standard,40,11,90.2,3,Good,Healthy,4.52,9.57,9.04,0,0.0,25.31
O100283,WS2,Standard,43,29,88.4,1,Good,Critical,4.31,15.26,31.92,0,0.0,51.45
O100284,WS2,Premium,65,10,72.6,5,Normal,Healthy,4.2,18.14,14.42,0,0.0,37.47
O100285,WS3,Standard,83,15,74.2,3,Good,Healthy,4.26,17.39,18.01,0,0.0,38.94
O100286,WS5,Custom,43,21,81.0,1,Good,Degraded,4.45,18.51,17.28,0,0.0,40.31
O100287,WS1,Standard,62,29,58.0,5,Good,Degraded,3.5,11.49,18.4,1,11.19,44.78
O100288,WS4,Standard,47,16,86.3,5,Normal,Healthy,7.53,11.23,15.92,0,0.0,35.65
O100289,WS1,Standard,65,26,93.0,1,Good,Healthy,2.61,14.1,36.38,0,0.0,53.34
O100290,WS1,Standard,84,3,75.3,5,Normal,Healthy,4.32,11.68,1.89,0,0.0,17.54
O100291,WS2,Premium,47,27,63.0,4,Good,Degraded,4.47,13.68,25.95,0,0.0,42.89
O100292,WS3,Custom,46,6,97.0,2,Poor,Degraded,10.1,19.17,8.37,0,0.0,37.33
O100293,WS2,Standard,28,23,82.6,4,Good,Healthy,5.25,6.15,30.37,0,0.0,41.0
O100294,WS6,Standard,55,16,88.5,4,Normal,Healthy,6.16,19.9,9.85,0,0.0,35.86
O100295,WS2,Standard,51,18,64.1,3,Poor,Degraded,10.21,13.73,22.59,0,0.0,44.39
O100296,WS3,Custom,24,2,64.2,4,Poor,Degraded,12.05,10.02,1.28,0,0.0,26.21
O100297,WS6,Custom,98,16,85.0,1,Normal,Healthy,8.27,34.71,22.77,0,0.0,64.56
O100298,WS2,Standard,88,2,92.3,5,Normal,Healthy,5.42,16.54,1.21,0,0.0,26.01
O100299,WS4,Premium,36,17,66.4,5,Normal,Critical,6.41,15.96,11.42,1,29.75,61.54
O100300,WS5,Custom,95,12,78.8,2,Normal,Healthy,5.86,31.48,12.52,0,0.0,53.13
O100301,WS2,Standard,34,6,61.0,3,Good,Healthy,4.1,8.57,4.07,0,0.0,18.13
O100302,WS1,Standard,48,15,71.6,2,Normal,Healthy,7.43,9.69,20.23,0,0.0,35.37
O100303,WS5,Premium,21,6,76.9,2,Normal,Healthy,6.97,10.03,8.08,0,0.0,25.63
O100304,WS2,Standard,65,2,85.9,2,Poor,Degraded,13.08,20.0,1.24,0,0.0,35.16
O100305,WS2,Standard,53,1,54.7,5,Normal,Healthy,5.5,9.23,1.08,0,0.0,18.58
O100306,WS3,Custom,34,10,95.8,4,Good,Healthy,2.87,9.03,8.44,0,0.0,20.16
O100307,WS1,Standard,36,23,78.0,5,Normal,Healthy,7.26,8.07,27.91,0,0.0,45.04
O100308,WS6,Standard,95,17,95.5,4,Good,Degraded,4.09,31.97,11.99,0,0.0,48.0
O100309,WS6,Custom,72,3,88.4,4,Good,Healthy,2.31,24.17,4.47,0,0.0,28.43
O100310,WS6,Standard,23,13,90.2,1,Normal,Healthy,7.87,10.25,15.81,0,0.0,34.83
O100311,WS2,Custom,22,18,99.0,5,Good,Healthy,5.14,7.46,28.61,0,0.0,40.68
O100312,WS6,Standard,16,7,70.6,4,Good,Healthy,3.27,7.55,5.11,0,0.0,16.14
O100313,WS4,Custom,32,4,81.6,1,Good,Critical,4.03,17.34,2.64,0,0.0,25.54
O100314,WS4,Custom,77,7,68.1,1,Good,Degraded,3.2,25.63,5.64,0,0.0,37.23
O100315,WS5,Standard,15,2,78.8,4,Good,Degraded,5.33,5.85,3.14,0,0.0,12.83
O100316,WS5,Custom,32,7,88.6,2,Good,Healthy,2.29,11.64,8.85,0,0.0,21.98
O100317,WS3,Custom,13,16,93.5,2,Normal,Healthy,8.29,6.17,9.95,0,0.0,23.69
O100318,WS4,Premium,69,24,75.4,2,Good,Critical,4.78,26.7,35.53,0,0.0,67.65
O100319,WS4,Standard,84,27,65.5,5,Poor,Healthy,12.92,22.58,32.23,0,0.0,67.74
O100320,WS1,Custom,58,20,80.9,2,Poor,Degraded,13.35,17.36,15.77,0,0.0,46.23
O100321,WS1,Premium,92,11,69.8,2,Normal,Healthy,9.0,20.34,10.9,1,6.71,45.98
O100322,WS3,Custom,72,28,73.1,2,Good,Healthy,4.99,18.8,37.12,0,0.0,59.08
O100323,WS4,Premium,79,28,88.1,1,Normal,Healthy,6.33,26.05,33.46,0,0.0,64.41
O100324,WS5,Standard,38,11,85.8,1,Normal,Healthy,7.63,12.6,8.48,0,0.0,27.73
O100325,WS5,Custom,88,0,90.0,3,Normal,Healthy,5.48,29.86,0.0,0,0.0,36.5
O100326,WS4,Standard,67,13,76.0,1,Normal,Healthy,7.34,18.65,11.05,0,0.0,35.55
O100327,WS2,Standard,17,14,92.1,4,Normal,Healthy,4.02,5.42,17.73,0,0.0,30.48
O100328,WS4,Custom,17,20,80.2,3,Normal,Healthy,8.55,6.99,16.64,0,0.0,28.62
O100329,WS2,Standard,91,4,76.6,3,Good,Degraded,2.92,20.35,3.52,0,0.0,25.98
O100330,WS5,Premium,35,16,66.8,2,Normal,Healthy,7.2,13.66,22.27,0,0.0,43.2
O100331,WS3,Custom,52,9,54.9,4,Good,Degraded,2.99,12.61,14.22,0,0.0,30.34
O100332,WS6,Premium,79,15,61.2,3,Normal,Healthy,6.28,28.11,10.25,0,0.0,45.11
O100333,WS1,Custom,79,0,82.6,1,Poor,Healthy,11.75,21.08,0.0,0,0.0,32.62
O100334,WS5,Custom,12,16,69.1,3,Good,Healthy,2.15,5.31,18.22,0,0.0,26.9
O100335,WS3,Standard,66,1,60.3,1,Normal,Critical,8.12,22.16,1.08,0,0.0,29.1
O100336,WS1,Custom,93,26,75.0,3,Good,Healthy,4.04,15.15,21.82,0,0.0,43.1
O100337,WS4,Standard,41,22,83.4,3,Normal,Degraded,11.78,15.63,35.19,0,0.0,60.47
O100338,WS2,Standard,59,28,85.0,3,Good,Healthy,3.61,13.52,23.03,0,0.0,38.9
O100339,WS2,Standard,34,20,79.7,2,Poor,Degraded,13.02,12.28,31.74,0,0.0,56.78
O100340,WS3,Custom,75,30,79.3,3,Good,Degraded,5.18,19.77,39.23,0,0.0,65.66
O100341,WS3,Standard,20,6,73.5,4,Poor,Critical,13.01,10.16,8.66,0,0.0,32.68
O100342,WS3,Premium,57,0,87.6,5,Normal,Healthy,8.08,16.66,0.0,0,0.0,27.09
O100343,WS3,Premium,47,27,77.9,5,Normal,Critical,6.18,18.74,28.45,0,0.0,52.73
O100344,WS1,Custom,68,20,79.1,1,Normal,Healthy,9.66,14.1,28.73,0,0.0,53.59
O100345,WS3,Standard,54,21,92.5,4,Normal,Degraded,8.04,17.06,31.78,0,0.0,55.12
O100346,WS3,Custom,99,8,89.5,1,Poor,Healthy,13.47,30.98,7.41,0,0.0,53.1
O100347,WS4,Custom,99,10,77.8,3,Good,Healthy,4.22,24.94,10.1,0,0.0,39.99
O100348,WS3,Standard,35,21,76.1,4,Normal,Healthy,8.64,9.66,13.92,0,0.0,31.48
O100349,WS1,Standard,13,12,76.0,3,Good,Degraded,4.69,5.62,15.91,0,0.0,25.19
O100350,WS4,Premium,54,2,55.7,5,Normal,Healthy,5.95,15.36,2.7,0,0.0,26.16
O100351,WS1,Standard,63,9,93.2,5,Good,Healthy,1.82,13.17,12.03,0,0.0,27.56
O100352,WS2,Standard,78,11,71.8,5,Normal,Healthy,3.67,15.55,7.81,0,0.0,29.39
O100353,WS4,Premium,57,25,90.3,4,Normal,Degraded,4.92,20.58,15.61,0,0.0,40.96
O100354,WS4,Standard,63,10,80.5,4,Normal,Healthy,6.91,18.14,13.19,0,0.0,39.75
O100355,WS2,Premium,12,15,96.7,5,Normal,Degraded,6.39,5.06,11.77,0,0.0,26.4
O100356,WS2,Standard,79,18,86.4,2,Normal,Healthy,7.42,17.45,20.56,0,0.0,46.73
O100357,WS3,Standard,40,4,90.9,2,Normal,Degraded,5.29,15.43,4.06,1,10.45,37.7
O100358,WS3,Premium,44,18,72.9,2,Normal,Degraded,5.9,14.85,19.31,0,0.0,42.44
O100359,WS4,Standard,48,6,64.6,4,Normal,Degraded,5.38,13.09,7.77,0,0.0,28.06
O100360,WS5,Standard,16,27,81.8,2,Poor,Degraded,10.84,9.58,40.37,0,0.0,61.2
O100361,WS1,Standard,54,9,57.0,1,Good,Healthy,3.28,10.46,10.66,0,0.0,26.94
O100362,WS5,Premium,44,9,74.4,4,Good,Healthy,4.24,16.26,12.03,0,0.0,33.22
O100363,WS6,Standard,31,12,65.7,4,Good,Degraded,2.63,12.82,19.0,0,0.0,34.39
O100364,WS6,Standard,32,11,69.9,3,Normal,Healthy,6.34,10.07,11.01,0,0.0,27.31
O100365,WS1,Standard,13,18,87.1,5,Good,Healthy,4.03,3.5,23.35,0,0.0,31.82
O100366,WS6,Custom,90,22,86.4,4,Normal,Degraded,4.44,34.29,26.05,0,0.0,65.33
O100367,WS1,Standard,36,29,78.1,5,Normal,Healthy,7.61,5.49,19.07,0,0.0,29.92
O100368,WS2,Standard,89,27,83.8,2,Good,Healthy,2.31,17.72,21.29,0,0.0,45.06
O100369,WS3,Standard,86,8,73.5,1,Poor,Critical,12.36,33.63,8.5,0,0.0,54.49
O100370,WS2,Custom,51,18,99.0,2,Normal,Healthy,6.76,15.82,17.99,0,0.0,41.5
O100371,WS2,Standard,83,10,83.6,5,Good,Healthy,3.04,16.01,6.6,0,0.0,28.41
O100372,WS1,Custom,29,24,72.9,5,Good,Healthy,4.81,5.75,34.09,0,0.0,42.65
O100373,WS4,Custom,26,0,90.5,1,Good,Healthy,3.96,11.31,0.0,0,0.0,16.81
O100374,WS4,Premium,91,30,94.9,5,Good,Degraded,4.23,27.98,26.96,0,0.0,57.74
O100375,WS4,Custom,68,11,70.7,3,Good,Degraded,3.8,20.83,12.38,0,0.0,37.21
O100376,WS4,Custom,72,23,63.0,5,Poor,Healthy,10.48,20.43,14.41,0,0.0,47.66
O100377,WS2,Standard,94,20,65.4,4,Good,Healthy,3.53,16.0,13.56,0,0.0,34.97
O100378,WS4,Premium,11,11,72.0,1,Good,Healthy,5.13,4.7,14.48,0,0.0,23.41
O100379,WS4,Custom,25,29,79.3,3,Normal,Healthy,10.29,7.86,28.53,0,0.0,44.07
O100380,WS1,Standard,97,8,60.5,1,Normal,Degraded,4.89,20.76,9.58,0,0.0,31.28
O100381,WS6,Standard,21,22,75.0,2,Poor,Healthy,13.26,11.48,23.74,0,0.0,51.42
O100382,WS4,Standard,50,28,77.5,4,Normal,Healthy,5.31,15.2,34.0,0,0.0,50.65
O100383,WS4,Premium,12,3,83.9,4,Normal,Degraded,7.56,5.82,3.98,0,0.0,17.26
O100384,WS4,Standard,39,28,87.3,4,Good,Degraded,3.94,13.92,17.39,0,0.0,33.75
O100385,WS5,Standard,25,27,84.8,4,Poor,Healthy,9.83,9.39,36.82,0,0.0,52.87
O100386,WS4,Standard,33,11,99.0,1,Normal,Healthy,6.17,13.07,16.18,0,0.0,34.0
O100387,WS5,Standard,84,25,93.1,3,Poor,Healthy,8.54,30.61,33.47,0,0.0,71.96
O100388,WS1,Standard,35,0,82.7,3,Good,Healthy,4.04,6.35,0.0,0,0.0,11.84
O100389,WS1,Standard,84,5,68.4,3,Poor,Healthy,6.96,18.65,3.86,0,0.0,29.97
O100390,WS2,Standard,91,23,71.9,2,Normal,Degraded,7.79,23.77,35.0,0,0.0,65.15
O100391,WS6,Standard,59,28,62.9,4,Good,Critical,4.59,23.25,27.37,0,0.0,52.7
O100392,WS3,Custom,59,3,81.8,4,Normal,Healthy,7.08,17.79,3.68,0,0.0,30.62
O100393,WS2,Custom,40,22,84.0,3,Normal,Healthy,8.44,9.16,32.8,0,0.0,49.63
O100394,WS2,Custom,70,3,90.7,1,Good,Healthy,3.95,16.94,2.32,0,0.0,21.94
O100395,WS3,Premium,83,24,83.2,1,Normal,Healthy,8.19,21.25,18.21,0,0.0,49.66
O100396,WS6,Standard,88,27,92.6,2,Normal,Healthy,7.38,31.83,16.72,0,0.0,54.93
O100397,WS4,Standard,27,14,92.9,3,Good,Healthy,2.32,7.2,22.02,0,0.0,31.38
O100398,WS2,Standard,72,3,67.7,5,Normal,Degraded,5.32,14.05,3.8,0,0.0,24.41
O100399,WS5,Standard,22,6,73.8,4,Good,Degraded,4.29,9.41,8.75,1,17.7,41.01
O100400,WS6,Premium,54,15,79.9,3,Good,Degraded,3.64,25.34,18.19,0,0.0,45.68
O100401,WS5,Standard,18,24,71.5,2,Poor,Healthy,6.32,8.43,32.4,0,0.0,45.55
O100402,WS4,Standard,60,16,77.1,1,Normal,Healthy,6.38,18.08,21.54,0,0.0,46.85
O100403,WS4,Standard,87,14,83.6,1,Good,Healthy,4.39,24.45,9.9,0,0.0,37.35
O100404,WS5,Standard,84,18,78.5,1,Poor,Healthy,13.01,28.87,13.02,0,0.0,55.35
O100405,WS6,Custom,75,29,80.0,5,Poor,Healthy,10.35,28.1,23.03,0,0.0,59.65
O100406,WS4,Custom,62,24,68.7,1,Good,Degraded,3.62,21.74,17.13,0,0.0,43.77
O100407,WS4,Custom,66,4,86.1,5,Normal,Degraded,6.48,22.19,3.05,1,7.9,42.19
O100408,WS2,Standard,19,6,85.2,3,Good,Healthy,4.09,7.19,8.48,0,0.0,20.62
O100409,WS3,Standard,76,11,70.8,4,Poor,Healthy,12.21,18.25,12.07,0,0.0,43.46
O100410,WS1,Custom,72,8,64.5,5,Normal,Healthy,7.23,11.2,6.18,0,0.0,22.21
O100411,WS5,Standard,23,22,94.8,4,Normal,Healthy,9.66,7.83,33.37,0,0.0,47.49
O100412,WS6,Standard,67,30,99.0,1,Good,Healthy,3.39,25.14,31.8,0,0.0,59.36
O100413,WS1,Custom,45,17,82.8,5,Poor,Healthy,8.96,13.04,26.01,0,0.0,46.11
O100414,WS3,Standard,56,27,75.7,1,Good,Healthy,3.02,15.39,20.06,0,0.0,38.67
O100415,WS5,Standard,84,13,92.6,3,Good,Critical,4.28,33.22,8.1,0,0.0,47.75
O100416,WS1,Premium,39,21,85.6,4,Good,Healthy,2.71,10.78,30.77,0,0.0,39.78
O100417,WS3,Premium,93,21,77.5,2,Normal,Healthy,6.4,24.48,18.93,0,0.0,50.58
O100418,WS5,Standard,47,9,91.6,4,Good,Healthy,5.15,12.47,10.28,0,0.0,27.99
O100419,WS2,Premium,56,22,70.3,4,Poor,Degraded,8.61,16.82,21.28,0,0.0,47.47
O100420,WS4,Standard,12,16,71.7,5,Normal,Healthy,10.5,3.5,24.78,0,0.0,41.45
O100421,WS4,Custom,21,17,84.4,5,Good,Healthy,5.96,5.01,11.12,0,0.0,21.19
O100422,WS5,Standard,35,7,81.4,2,Good,Healthy,3.24,10.58,6.62,0,0.0,21.03
O100423,WS2,Premium,99,9,87.6,4,Good,Healthy,5.6,20.14,10.33,0,0.0,35.48
O100424,WS1,Custom,33,26,94.3,5,Normal,Healthy,6.41,9.07,41.25,0,0.0,59.53
O100425,WS1,Standard,45,19,61.4,1,Normal,Healthy,4.06,10.1,13.17,0,0.0,26.95
O100426,WS3,Standard,87,4,80.5,4,Good,Healthy,3.22,20.01,2.49,0,0.0,26.46
O100427,WS2,Standard,39,16,99.0,5,Normal,Degraded,7.83,10.17,21.99,0,0.0,39.18
O100428,WS4,Standard,83,19,72.8,1,Good,Healthy,5.27,21.13,17.1,0,0.0,43.6
O100429,WS4,Standard,20,24,71.4,4,Normal,Healthy,6.25,8.58,23.2,0,0.0,38.93
O100430,WS5,Standard,22,26,53.1,1,Poor,Healthy,11.62,9.29,36.97,0,0.0,57.59
O100431,WS5,Custom,11,20,81.2,3,Normal,Healthy,5.31,5.29,19.55,0,0.0,28.62
O100432,WS3,Custom,21,0,87.0,5,Normal,Healthy,7.49,8.95,0.0,0,0.0,14.88
O100433,WS2,Standard,64,15,86.9,5,Normal,Healthy,5.49,13.54,12.52,0,0.0,34.82
O100434,WS1,Standard,18,6,67.6,4,Good,Healthy,3.29,5.93,7.92,0,0.0,16.71
O100435,WS5,Standard,65,0,79.9,4,Good,Critical,2.1,23.02,0.0,0,0.0,28.15
O100436,WS3,Standard,64,28,82.7,2,Good,Healthy,2.28,17.49,34.48,0,0.0,55.04
O100437,WS2,Standard,31,5,80.6,5,Normal,Degraded,9.44,10.68,6.63,0,0.0,28.15
O100438,WS5,Standard,13,7,66.9,4,Normal,Degraded,4.46,5.33,7.57,0,0.0,16.46
O100439,WS2,Standard,24,10,80.9,5,Normal,Healthy,7.81,6.17,8.0,0,0.0,23.95
O100440,WS3,Standard,23,14,70.2,4,Poor,Healthy,9.0,6.57,15.5,0,0.0,32.49
O100441,WS3,Standard,58,18,57.5,1,Good,Healthy,5.26,12.87,11.72,0,0.0,33.0
O100442,WS2,Premium,94,9,88.2,3,Normal,Critical,6.59,29.59,12.68,0,0.0,47.56
O100443,WS5,Premium,49,24,81.7,4,Good,Healthy,4.63,14.84,35.03,0,0.0,55.18
O100444,WS5,Standard,67,4,87.1,4,Good,Healthy,4.49,17.55,2.76,0,0.0,27.86
O100445,WS3,Standard,37,29,73.6,2,Normal,Healthy,7.04,12.06,33.73,0,0.0,51.53
O100446,WS5,Standard,18,26,87.5,1,Poor,Degraded,11.07,9.09,23.79,0,0.0,42.62
O100447,WS1,Standard,29,18,92.3,5,Normal,Healthy,7.57,8.61,16.96,0,0.0,34.26
O100448,WS3,Premium,53,1,99.0,5,Good,Healthy,4.39,16.05,0.82,0,0.0,21.05
O100449,WS4,Standard,88,22,89.8,5,Normal,Healthy,6.86,23.64,21.92,0,0.0,52.9
O100450,WS3,Standard,32,21,84.6,4,Good,Healthy,4.85,9.15,30.83,0,0.0,43.38
O100451,WS5,Premium,99,19,63.4,5,Poor,Degraded,10.41,39.43,23.28,0,0.0,73.29
O100452,WS4,Standard,68,8,78.7,3,Normal,Degraded,8.2,19.84,12.78,1,13.1,55.65
O100453,WS3,Standard,42,13,62.9,4,Good,Healthy,5.65,11.47,12.97,0,0.0,30.11
O100454,WS3,Premium,66,12,70.2,3,Good,Healthy,6.09,20.53,16.14,0,0.0,44.92
O100455,WS5,Standard,73,18,99.0,4,Good,Degraded,3.85,24.25,13.28,0,0.0,38.23
O100456,WS1,Premium,72,10,67.7,1,Poor,Healthy,9.55,18.75,9.44,0,0.0,38.68
O100457,WS5,Standard,88,12,51.9,2,Normal,Healthy,6.22,22.4,14.06,0,0.0,43.43
O100458,WS1,Custom,70,28,89.8,2,Normal,Healthy,10.29,15.97,32.23,0,0.0,58.46
O100459,WS1,Standard,12,14,71.9,3,Normal,Healthy,6.43,3.77,15.21,0,0.0,28.68
O100460,WS5,Standard,44,18,89.2,5,Normal,Critical,10.92,17.31,27.11,0,0.0,55.64
O100461,WS3,Standard,92,28,66.0,1,Good,Degraded,3.42,23.54,31.87,0,0.0,57.96
O100462,WS3,Custom,28,29,74.9,4,Poor,Healthy,10.77,11.61,43.58,0,0.0,66.65
O100463,WS3,Custom,55,17,94.4,5,Good,Degraded,3.2,15.38,10.24,0,0.0,26.06
O100464,WS1,Standard,55,8,64.1,4,Normal,Healthy,6.75,9.92,11.64,0,0.0,27.54
O100465,WS4,Premium,60,3,78.0,4,Normal,Degraded,6.58,22.81,2.21,0,0.0,30.13
O100466,WS4,Premium,89,26,83.5,1,Normal,Healthy,7.78,27.28,30.96,0,0.0,62.29
O100467,WS2,Custom,59,16,71.4,4,Poor,Healthy,6.95,16.78,20.16,0,0.0,42.66
O100468,WS5,Custom,10,17,82.9,2,Good,Healthy,4.54,5.53,25.65,0,0.0,36.7
O100469,WS1,Standard,32,29,80.2,2,Normal,Healthy,7.48,10.69,26.21,0,0.0,44.42
O100470,WS5,Standard,67,11,86.4,5,Good,Healthy,4.35,18.22,9.3,0,0.0,34.08
O100471,WS5,Standard,81,3,99.0,4,Normal,Healthy,9.41,24.3,4.45,0,0.0,37.3
O100472,WS6,Standard,68,20,99.0,5,Good,Degraded,2.14,25.33,19.06,0,0.0,44.95
O100473,WS5,Standard,76,30,85.6,3,Good,Degraded,4.59,25.04,40.11,0,0.0,70.19
O100474,WS5,Standard,31,5,78.7,2,Good,Healthy,4.2,12.99,3.29,0,0.0,22.01
O100475,WS6,Standard,18,30,85.3,5,Good,Healthy,4.07,9.48,19.36,0,0.0,33.4
O100476,WS5,Standard,96,16,77.2,4,Good,Healthy,3.0,23.15,22.12,0,0.0,48.04
O100477,WS5,Standard,61,17,61.0,5,Normal,Healthy,5.41,16.61,10.55,0,0.0,33.83
O100478,WS2,Custom,77,29,79.4,1,Normal,Healthy,7.85,18.3,27.01,0,0.0,52.69
O100479,WS5,Standard,97,10,93.0,3,Good,Degraded,1.73,29.69,7.8,0,0.0,40.62
O100480,WS4,Standard,26,23,62.4,5,Good,Critical,3.96,6.09,28.42,0,0.0,37.04
O100481,WS6,Custom,89,0,68.2,5,Good,Healthy,3.84,27.44,0.0,0,0.0,30.9
O100482,WS5,Standard,43,20,73.0,4,Normal,Degraded,9.09,15.48,17.46,0,0.0,41.59
O100483,WS2,Standard,66,0,84.5,1,Good,Healthy,3.71,14.27,0.0,0,0.0,20.81
O100484,WS1,Custom,45,0,99.0,3,Good,Healthy,3.73,13.85,0.0,0,0.0,18.5
O100485,WS2,Custom,28,12,70.3,1,Good,Healthy,3.95,7.18,9.69,0,0.0,16.62
O100486,WS3,Custom,90,11,81.1,5,Normal,Healthy,6.93,21.03,13.33,0,0.0,44.44
O100487,WS4,Standard,41,24,80.1,4,Good,Healthy,3.31,11.73,16.45,0,0.0,33.08
O100488,WS2,Custom,12,27,76.4,1,Normal,Critical,6.71,6.82,36.07,0,0.0,52.26
O100489,WS2,Standard,23,29,79.4,4,Normal,Healthy,7.43,5.77,41.12,0,0.0,56.29
O100490,WS2,Standard,97,19,74.4,4,Normal,Healthy,9.91,20.15,29.47,0,0.0,57.96
O100491,WS5,Custom,84,4,99.0,1,Normal,Healthy,8.63,30.61,5.71,0,0.0,43.72
O100492,WS3,Standard,70,20,89.0,1,Normal,Critical,6.55,26.24,27.63,0,0.0,58.56
O100493,WS1,Custom,80,15,74.5,2,Good,Healthy,4.54,14.44,11.27,0,0.0,30.5
O100494,WS4,Premium,69,16,94.2,1,Normal,Degraded,7.65,28.11,10.09,0,0.0,42.63
O100495,WS1,Standard,92,15,83.1,3,Normal,Degraded,4.71,20.94,16.38,0,0.0,42.67
O100496,WS4,Standard,19,27,80.7,5,Good,Healthy,2.3,7.38,36.33,0,0.0,46.24
O100497,WS5,Custom,15,11,77.8,1,Normal,Degraded,7.22,8.42,7.5,0,0.0,21.81
O100498,WS1,Premium,73,29,77.0,4,Good,Degraded,1.97,15.7,44.32,0,0.0,65.34
O100499,WS5,Standard,97,16,65.4,3,Normal,Degraded,9.13,31.08,18.54,1,13.56,73.8
O100500,WS4,Custom,62,21,59.9,5,Normal,Healthy,6.78,16.65,17.83,0,0.0,35.72
O100501,WS1,Standard,97,28,84.4,3,Poor,Healthy,10.24,21.59,39.0,0,0.0,72.12
O100502,WS2,Custom,46,25,77.7,4,Poor,Healthy,10.59,12.35,18.7,0,0.0,41.03
O100503,WS2,Standard,71,13,90.5,5,Normal,Healthy,6.97,15.27,8.02,0,0.0,29.97
O100504,WS2,Custom,56,6,69.3,1,Normal,Degraded,5.33,17.82,5.33,0,0.0,30.21
O100505,WS2,Standard,90,4,66.8,2,Normal,Degraded,6.91,20.43,4.91,0,0.0,32.27
O100506,WS6,Standard,68,11,89.3,2,Good,Healthy,3.09,25.27,14.34,0,0.0,42.11
O100507,WS2,Premium,49,20,76.5,1,Normal,Healthy,5.95,16.31,18.12,0,0.0,38.31
O100508,WS6,Premium,32,24,90.3,4,Normal,Healthy,5.06,15.14,14.41,0,0.0,34.76
O100509,WS4,Standard,38,0,80.4,1,Good,Degraded,2.89,13.49,0.0,0,0.0,15.53
O100510,WS3,Standard,16,14,99.0,2,Good,Healthy,3.36,6.22,15.47,0,0.0,26.05
O100511,WS4,Custom,24,29,89.1,1,Normal,Degraded,5.49,12.0,30.81,0,0.0,49.01
O100512,WS5,Standard,56,25,84.9,4,Good,Healthy,3.82,17.97,29.55,0,0.0,55.38
O100513,WS6,Standard,12,29,89.6,4,Good,Healthy,4.21,4.82,28.16,0,0.0,35.77
O100514,WS1,Standard,52,29,76.7,3,Good,Degraded,3.14,10.53,43.94,0,0.0,56.32
O100515,WS3,Standard,13,2,60.3,3,Good,Healthy,3.93,4.49,2.98,0,0.0,12.4
O100516,WS1,Custom,24,21,84.3,3,Good,Healthy,3.43,6.82,24.22,0,0.0,33.04
O100517,WS1,Standard,72,17,99.0,1,Normal,Degraded,6.06,18.51,15.49,0,0.0,38.41
O100518,WS1,Standard,12,14,52.5,2,Good,Healthy,2.26,4.18,11.3,0,0.0,15.62
O100519,WS5,Premium,40,24,85.6,5,Normal,Critical,4.67,22.92,27.32,0,0.0,57.85
O100520,WS1,Standard,27,28,61.6,1,Poor,Degraded,7.35,9.75,37.18,0,0.0,53.41
O100521,WS5,Standard,14,14,79.7,4,Good,Degraded,2.87,7.07,15.47,0,0.0,25.38
O100522,WS5,Standard,28,20,81.0,1,Good,Healthy,3.87,10.37,30.89,0,0.0,43.43
O100523,WS3,Custom,20,14,89.0,1,Normal,Healthy,5.92,8.14,12.6,0,0.0,27.87
O100524,WS3,Premium,17,19,82.5,2,Good,Degraded,5.06,6.01,15.15,0,0.0,26.92
O100525,WS4,Standard,70,30,96.5,2,Good,Healthy,4.19,17.88,37.1,0,0.0,59.96
O100526,WS1,Custom,21,25,94.0,2,Poor,Critical,10.62,11.81,23.55,0,0.0,44.99
